IR0_meas,IR1_meas,IR2_meas,IR3_meas,IR0_cam,IR1_cam,IR2_cam,IR3_cam
237,956,944,172,16.2,1.2,1.2,28.2
237,956,944,172,17.11,3.54,1.46,27.54
237,956,944,172,14.57,5.36,1.98,29.08
237,956,944,172,9.28,3.65,3.72,24.77
237,956,944,172,8.59,3.72,7.48,19.54
468,943,523,214,8.59,3.72,7.48,19.54
468,944,524,214,8.84,3.88,7.04,20
468,944,524,214,8.64,3.75,7.39,19.63
468,943,524,214,8.79,3.85,7.12,19.9
468,943,524,214,7.74,2.72,5.14,21.53
468,943,524,214,7.37,2.5,5.73,20.76
468,943,524,214,7.6,2.64,5.35,21.23
468,943,524,214,7.55,2.61,5.42,21.14
566,946,631,207,7.41,2.53,5.65,20.85
567,946,631,207,7.74,2.72,5.14,21.53
567,946,632,207,7.74,2.72,5.14,21.53
567,946,632,207,14.97,7.78,3.62,28.9
567,946,632,207,15.98,8.71,2.47,22.22
567,946,632,207,15.23,10.22,2.21,19.24
567,946,632,207,16.04,11.87,2.49,19.16
214,440,943,243,16.17,11.98,2.54,18.45
214,440,943,243,16.17,11.98,2.54,18.45
214,440,943,243,16.02,11.86,2.49,19.14
214,440,943,243,17.21,11.97,1.49,15.26
214,440,943,243,17.22,13.03,1.49,15.13
208,411,944,250,17.21,13.02,1.49,15.26
207,411,944,251,17.06,12.9,1.45,16.77
207,412,944,251,17.21,13.02,1.49,15.26
208,412,944,251,16.95,12.8,1.41,17.98
208,412,945,251,17.54,13.29,1.58,12.79
208,412,945,251,17.37,13.14,1.53,13.94
208,412,945,251,17.55,13.29,1.59,12.74
208,412,945,251,17.93,13.6,1.69,10.88
201,393,943,238,17.73,13.44,1.64,11.77
201,393,943,238,17.55,13.29,1.59,12.74
201,394,944,238,17.56,13.3,1.59,12.69
201,393,943,238,17.55,13.29,1.59,12.74
201,393,943,238,17.55,13.29,1.59,12.74
201,393,943,238,17.38,13.15,1.54,13.86
201,393,943,238,17.38,13.15,1.54,13.86
201,393,943,238,17.73,13.44,1.64,11.77
201,393,943,238,17.55,13.29,1.59,12.74
202,395,944,239,17.38,13.15,1.54,13.86
202,395,944,239,17.55,13.29,1.59,12.74
202,395,944,239,17.37,13.14,1.53,13.94
202,395,944,239,17.55,13.29,1.59,12.74
202,395,943,239,17.73,13.44,1.64,11.77
202,395,943,239,18.14,13.77,1.75,10.1
202,395,943,239,17.93,13.6,1.69,10.88
202,395,943,239,17.93,13.6,1.69,10.88
198,383,943,238,17.93,13.6,1.69,10.88
198,384,943,239,17.93,13.6,1.69,10.88
198,384,943,238,17.93,13.6,1.69,10.88
198,384,943,239,17.93,13.6,1.69,10.88
198,384,943,239,17.93,13.6,1.69,10.88
198,384,943,239,18.15,13.78,1.76,10.09
198,384,943,239,18.37,13.95,1.82,9.41
196,378,942,242,18.14,13.77,1.75,10.1
196,378,942,242,18.14,13.77,1.75,10.1
196,378,942,242,18.14,13.77,1.75,10.1
196,378,943,242,18.14,13.77,1.75,10.1
197,378,943,242,18.14,13.77,1.75,10.1
196,378,943,242,18.15,13.78,1.76,10.09
196,378,942,242,17.93,13.6,1.69,10.88
196,378,942,242,18.15,13.78,1.76,10.09
196,378,942,242,17.93,13.6,1.69,10.88
196,378,942,242,17.93,13.6,1.69,10.88
197,378,943,242,18.14,13.77,1.75,10.1
197,379,943,242,18.14,13.77,1.75,10.1
197,378,943,242,18.15,13.78,1.76,10.09
197,378,943,242,18.15,13.78,1.76,10.09
197,378,943,242,18.15,13.78,1.76,10.09
196,376,942,245,18.15,13.78,1.76,10.09
196,376,942,244,18.37,13.95,1.82,9.41
196,376,942,245,18.15,13.78,1.76,10.09
196,376,942,244,18.15,13.78,1.76,10.09
196,376,942,245,17.93,13.6,1.69,10.88
196,376,942,245,18.15,13.78,1.76,10.09
196,376,942,245,18.15,13.78,1.76,10.09
196,376,942,245,18.15,13.78,1.76,10.09
196,376,942,244,18.14,13.77,1.75,10.1
196,376,942,244,18.14,13.77,1.75,10.1
196,376,942,245,18.38,13.96,1.82,9.38
196,376,942,245,18.38,13.96,1.82,9.38
196,376,942,245,18.14,12.68,1.75,10.1
196,376,942,245,17.05,12.68,2.85,12.58
196,376,942,245,17.05,11.59,2.85,12.58
224,476,938,215,15.77,11.44,3.86,16.11
224,477,938,215,15.77,11.44,3.86,16.11
224,477,938,215,15.77,11.44,3.86,16.11
224,477,938,215,15.77,11.44,3.86,16.11
224,477,938,215,15.77,11.44,3.86,16.11
224,477,938,215,16.85,11.44,2.78,13.49
224,477,938,215,16.85,12.52,2.78,13.49
224,477,938,215,17.93,13.6,1.69,10.88
199,384,942,237,17.73,13.44,1.64,11.77
199,385,943,237,17.73,13.44,1.64,11.77
199,384,942,237,17.93,13.6,1.69,10.88
199,384,942,237,17.73,13.44,1.64,11.77
199,385,943,237,17.22,13.03,1.49,15.13
199,385,943,237,16.81,12.69,1.37,17.84
199,385,943,237,16.81,12.69,1.37,17.84
199,385,943,237,16.83,12.71,1.38,17.86
199,385,943,237,16.83,12.71,1.38,17.86
210,411,946,262,16.7,12.61,1.34,17.73
210,411,946,262,16.83,12.71,1.38,17.86
210,411,946,263,16.83,12.71,1.38,17.86
210,411,946,263,16.7,12.61,1.34,17.73
210,411,946,263,16.81,12.69,1.37,17.84
210,411,946,263,16.83,12.71,1.38,17.86
211,411,947,263,16.95,12.8,1.41,17.98
211,411,946,262,16.62,12.54,1.32,17.64
211,412,947,262,16.81,12.69,1.37,17.84
211,411,946,263,16.83,12.71,1.38,17.86
211,411,946,262,16.95,12.8,1.41,17.98
211,411,946,263,16.83,12.71,1.38,17.86
211,411,946,263,16.83,12.71,1.38,17.86
211,411,946,263,16.72,12.62,1.35,17.75
211,412,946,263,16.81,12.69,1.37,17.84
211,411,946,263,16.83,12.71,1.38,17.86
211,411,946,263,16.72,12.62,1.35,17.75
211,412,946,263,16.83,12.71,1.38,17.86
211,411,946,263,16.83,12.71,1.38,17.86
212,412,947,263,16.81,12.69,1.37,17.84
211,411,946,263,16.83,12.71,1.38,17.86
211,412,946,263,16.83,12.71,1.38,17.86
211,412,946,263,16.7,11.58,1.34,18.75
224,478,943,239,15.8,10.65,2.41,19.92
224,477,943,239,15.8,10.65,2.41,19.92
224,477,943,239,15.8,10.65,2.41,19.92
224,477,943,239,15.78,10.64,2.4,19.9
224,477,943,239,15.78,11.67,2.4,18.87
224,477,943,239,16.72,11.6,1.35,18.77
211,415,946,260,16.83,12.71,1.38,17.86
211,415,946,260,16.95,12.8,1.41,17.98
211,415,946,260,16.72,12.62,1.35,17.75
211,415,946,260,16.72,12.62,1.35,17.75
211,415,946,260,16.61,12.53,1.32,17.63
211,415,946,260,16.61,12.53,1.32,17.63
211,415,946,260,16.61,12.53,1.32,17.63
211,415,946,260,16.52,12.46,1.29,17.54
213,416,947,259,16.52,12.46,1.29,17.54
214,417,947,259,16.52,12.46,1.29,17.54
213,416,947,259,16.52,12.46,1.29,17.54
213,416,947,259,16.52,12.46,1.29,17.54
214,417,947,259,16.52,12.46,1.29,17.54
214,417,947,259,16.52,12.46,1.29,17.54
213,417,947,259,16.61,12.53,1.32,17.63
213,417,947,259,16.52,12.46,1.29,17.54
213,417,947,259,16.62,12.54,1.32,17.64
213,417,947,259,16.62,12.54,1.32,17.64
213,417,947,259,16.7,12.61,1.34,17.73
213,417,947,259,16.61,12.53,1.32,17.63
212,410,947,262,16.61,12.53,1.32,17.63
213,410,947,262,16.62,12.54,1.32,17.64
213,411,947,262,16.54,12.47,1.3,17.56
213,411,947,263,16.61,11.51,1.32,18.65
224,476,943,239,15.68,11.58,2.37,18.75
224,477,943,239,15.68,10.56,2.37,19.77
224,477,943,239,15.68,10.56,2.37,19.77
224,476,943,239,15.7,10.57,2.37,19.79
224,476,943,239,15.59,11.51,2.34,18.65
224,476,943,239,16.43,12.39,1.27,17.44
224,476,943,239,17.93,10.88,1.69,17.93
224,476,943,239,20.99,5.53,2.57,18.54
159,916,936,198,21.12,5.44,2.61,18.65
159,916,936,198,21.71,5.03,2.77,19.18
159,915,937,199,21.34,5.28,2.67,18.85
159,915,937,199,21.56,5.13,2.73,19.05
159,915,936,199,20.47,5.99,2.42,18.06
159,915,937,199,21.34,5.28,2.67,18.85
159,915,937,199,21.34,5.28,2.67,18.85
159,915,937,199,21.34,5.28,2.67,18.85
159,915,936,199,17.93,10.88,1.69,14.68
159,915,936,199,16.23,18.23,1.21,11.22
159,915,936,199,16.52,19.57,1.29,10.43
159,915,936,199,16.7,19.77,1.34,10.56
215,251,946,482,16.74,19.81,1.35,10.58
215,251,946,482,16.61,19.67,1.32,10.49
216,252,946,483,16.72,19.79,1.35,10.57
216,252,946,483,16.81,19.9,1.37,10.64
215,252,946,483,16.95,20.05,1.41,10.73
215,252,946,483,16.93,20.03,1.41,10.72
215,252,946,483,16.7,19.77,1.34,10.56
213,248,946,496,16.95,20.05,1.41,10.73
213,249,946,494,16.95,20.05,1.41,10.73
213,249,946,494,16.83,19.92,1.38,10.65
213,248,946,494,16.93,20.03,1.41,10.72
213,248,946,494,16.83,19.92,1.38,10.65
213,248,946,494,16.83,19.92,1.38,10.65
213,249,946,495,16.81,19.9,1.37,10.64
213,249,946,494,16.83,19.92,1.38,10.65
213,248,946,495,16.93,20.03,1.41,10.72
213,248,946,495,16.95,19.02,1.41,11.77
213,248,946,495,15.8,18.89,2.41,11.68
233,274,942,375,15.9,17.97,2.44,12.79
233,273,942,375,15.9,17.97,2.44,12.79
233,273,942,375,16.02,18.1,2.49,12.9
233,273,942,375,15.9,17.97,2.44,12.79
233,273,942,375,16.02,18.1,2.49,12.9
233,273,942,375,19.74,22.07,2.21,6.8
233,273,942,375,19.79,22.13,2.22,6.74
233,273,942,375,19.79,22.13,2.22,6.74
189,226,940,375,19.84,22.19,2.24,6.67
189,226,940,375,19.79,22.13,2.22,6.74
189,226,941,376,19.79,22.13,2.22,6.74
189,226,940,376,20.06,22.43,2.3,6.41
190,226,940,376,20.12,22.49,2.32,6.35
190,226,940,376,20.12,22.49,2.32,6.35
190,226,940,376,19.79,22.13,2.22,6.74
190,226,940,376,19.43,22.89,2.12,7.23
189,226,940,376,19.74,22.07,2.21,6.8
190,226,940,376,20.12,22.49,2.32,6.35
190,226,940,376,19.47,22.93,2.13,7.17
189,226,940,375,19.79,22.13,2.22,6.74
189,226,940,375,18.61,21.95,1.89,8.79
189,226,940,375,17.93,21.18,1.69,10.88
189,226,940,375,17.93,21.18,1.69,10.88
202,244,943,446,17.73,20.95,1.64,11.3
202,244,943,446,17.73,20.95,1.64,11.29
202,244,943,446,17.54,20.73,1.58,11.16
202,244,943,446,17.93,21.18,1.69,10.88
202,244,943,446,17.93,21.18,1.69,10.88
202,244,943,446,17.73,20.95,1.64,11.29
202,244,943,446,17.73,20.95,1.64,11.29
202,244,943,446,17.73,20.95,1.64,11.29
202,244,943,446,17.93,20.09,1.69,10.88
202,244,943,446,16.85,20.09,2.78,12.52
213,252,941,395,16.85,20.09,2.78,12.52
214,252,941,396,16.85,20.09,2.78,12.52
214,252,941,396,16.66,19.87,2.71,12.36
214,253,941,396,16.66,19.88,2.71,12.37
213,252,941,396,16.66,18.81,2.71,13.44
213,252,941,396,16.66,18.81,2.71,13.44
213,252,941,396,15.42,18.61,3.71,13.29
236,275,938,333,15.59,17.73,3.78,14.51
236,274,938,333,15.77,17.93,3.86,14.68
236,275,938,333,15.77,17.93,3.86,14.68
235,275,939,333,15.77,17.93,3.86,14.68
236,275,938,333,15.12,17.22,3.59,14.08
236,275,938,333,15.21,18.21,2.2,11.21
236,275,938,333,16.85,13.49,2.78,10.35
236,275,938,333,21.07,6.24,4.25,12.01
136,933,783,244,25.28,4.57,5.73,13.25
136,933,783,244,24.64,4.74,5.5,12.86
136,933,784,244,25.04,4.63,5.64,13.11
136,933,783,244,25.04,4.63,5.64,13.11
136,933,784,244,25.28,4.57,5.73,13.25
136,933,784,244,25.28,4.57,5.73,13.25
136,933,784,244,25.28,4.57,5.73,13.25
136,933,784,244,24.64,4.74,5.5,12.86
136,933,784,244,24.41,4.81,5.42,12.72
136,933,784,244,24.64,4.74,5.5,12.86
136,933,784,244,25.28,4.57,5.73,13.25
136,933,784,244,25.28,4.57,5.73,13.25
136,933,784,244,24.41,4.81,5.42,14.18
136,933,784,244,23.84,4.98,5.22,13.82
136,933,784,244,25.03,3.65,3.72,15.08
141,939,921,225,25.03,3.65,3.72,15.08
141,939,921,225,25.49,3.52,3.86,15.4
141,939,921,225,25.87,3.43,3.96,15.65
141,939,921,225,25.87,3.43,3.96,15.65
141,939,921,225,25.03,3.65,3.72,15.08
141,939,921,225,25.49,3.52,3.86,15.4
141,939,921,225,25.03,3.65,3.72,15.08
141,939,921,225,24.7,3.74,3.63,14.87
142,940,926,222,25.27,3.58,3.79,15.25
142,940,926,222,25.27,3.58,3.79,15.25
142,940,926,222,25.27,3.58,3.79,15.25
142,940,926,222,25.49,3.52,3.86,15.4
142,940,926,222,25.03,3.65,3.72,15.08
142,940,926,221,26.11,3.38,4.03,15.81
142,940,926,221,25.87,3.43,3.96,15.65
142,940,926,221,25.49,3.52,3.86,15.4
142,940,926,221,25.27,3.58,3.79,15.25
142,940,926,221,25.49,3.52,3.86,15.4
142,940,926,221,23.51,5.09,5.11,13.6
137,935,910,239,23.95,4.95,5.26,13.88
138,935,910,239,23.84,4.98,5.22,13.82
137,935,910,239,23.95,4.95,5.26,13.88
138,935,911,239,23.38,5.13,5.06,13.52
139,935,910,239,26.64,3.35,8.87,18.49
139,935,910,239,24.06,3.45,6.54,14.78
139,935,910,239,24.29,5.23,5.23,12.25
139,935,910,239,26.56,8.19,6.02,11.44
157,542,863,300,26.56,8.19,6.02,11.44
156,542,863,300,25.46,8.27,6.09,11.54
156,542,863,301,25.46,8.27,6.09,11.54
157,542,863,301,23.53,8.45,6.24,11.76
157,542,863,301,26.86,9.46,6.17,10.55
157,542,863,301,26.59,9.27,6.02,10.35
143,449,828,353,26.78,9.36,6.09,10.45
143,449,829,353,26.59,9.27,6.02,10.35
143,449,829,353,26.79,9.36,6.09,10.45
143,449,829,353,20.58,11.98,7.19,10.79
143,449,829,353,16.02,9.51,9.51,12.4
143,449,829,353,13.15,7.87,5.76,23.72
143,449,829,353,13.23,9.23,4.22,20.25
249,503,935,207,13.27,9.26,4.24,20.3
249,503,935,208,13.31,9.28,4.25,20.35
249,503,935,207,13.31,9.28,4.25,20.35
249,504,935,207,13.33,9.3,4.27,20.38
249,503,935,207,13.35,9.32,4.28,20.41
249,504,935,207,13.27,9.26,4.24,20.3
249,503,935,207,13.31,9.28,4.25,20.35
249,504,935,207,13.33,9.3,4.27,20.38
249,503,935,207,13.35,9.32,4.28,20.41
249,503,935,207,13.31,9.28,4.25,20.35
249,503,935,207,13.29,9.27,4.24,20.32
249,503,935,207,13.33,9.3,4.27,20.38
249,503,935,207,13.33,8.3,4.27,21.39
249,503,935,207,13.38,8.33,4.29,21.46
249,503,935,207,13.27,7.25,4.24,22.31
259,698,934,191,13.33,7.29,4.27,22.4
259,699,934,191,13.35,7.3,4.28,22.43
259,699,934,191,13.33,7.29,4.27,22.4
259,699,934,191,13.35,7.3,4.28,22.43
259,699,934,191,14.68,9.27,4.94,23.34
259,699,934,191,18.43,9.44,6.82,23.67
259,699,934,191,13.49,6.63,15.83,14.63
259,699,934,191,12.34,7.3,17.38,10.32
300,816,342,445,12.31,7.28,17.34,10.3
300,813,343,446,12.34,7.3,17.38,10.32
300,813,343,446,12.34,7.3,17.38,10.32
300,812,343,446,12.26,7.24,17.28,10.26
300,812,343,446,13.87,9.72,16.98,8.68
300,812,343,446,17.42,13.71,15.67,10.01
300,812,343,446,16.36,22.58,7.65,12
300,812,343,446,14.86,19.23,5.03,13.77
251,252,931,357,14.86,19.23,5.03,13.77
251,252,931,357,14.68,20.09,4.94,12.52
251,252,931,357,14.86,19.23,5.03,13.77
251,252,931,357,15.07,20.58,5.13,12.86
251,252,931,357,15.97,20.34,3.94,12.69
228,238,936,412,15.96,21.42,3.94,11.59
229,238,937,413,15.77,21.18,3.86,11.44
228,238,937,412,15.96,21.42,3.94,11.59
229,239,937,413,16.16,21.68,4.03,11.75
228,238,937,412,16.06,25,4.64,5.63
228,238,937,412,11.78,20.07,6.4,2.31
228,238,937,412,11.98,20.37,6.08,2.39
228,238,937,412,11.98,20.37,6.08,2.39
239,195,794,948,11.65,19.87,6.64,2.25
239,196,794,948,11.65,19.87,6.64,2.25
239,196,794,948,11.65,19.87,6.64,2.25
240,196,794,948,11.47,19.6,6.98,2.17
239,196,794,948,11.7,19.95,6.54,2.27
239,196,794,948,11.34,19.41,7.26,2.12
240,196,794,948,11.84,20.16,6.3,2.33
239,196,794,948,11.65,19.87,6.64,2.25
239,196,794,948,11.65,18.69,8.54,3.42
239,196,794,948,11.65,17.52,10.45,4.6
239,196,794,948,11.6,17.45,10.57,4.57
228,216,406,737,11.34,15.95,13.28,5.58
228,216,406,737,11.78,16.52,12,5.86
228,216,406,737,11.6,16.28,12.49,5.74
228,216,406,737,11.6,16.28,12.49,5.74
228,216,406,737,15.94,24.82,4.69,5.57
228,216,406,737,18.63,24.2,1.89,8.74
228,216,406,737,18.14,23.6,1.75,9.4
202,221,943,610,17.93,23.34,1.69,9.27
202,220,943,606,17.73,23.09,1.64,9.15
202,221,943,606,17.93,23.34,1.69,9.27
202,221,943,606,17.73,23.09,1.64,9.15
202,221,943,606,18.14,23.6,1.75,9.4
202,221,943,606,17.93,23.34,1.69,9.27
202,221,943,606,17.73,23.09,1.64,9.15
202,221,943,606,17.93,23.34,1.69,9.27
202,221,943,606,18.14,23.6,1.75,9.4
202,221,943,606,17.73,23.09,1.64,9.15
202,221,943,606,17.93,23.34,1.69,9.27
202,221,943,607,17.73,23.09,1.64,9.15
202,221,943,607,17.93,23.34,1.69,9.27
202,221,943,607,17.73,23.09,1.64,9.15
202,221,943,607,17.93,23.34,1.69,9.27
202,221,943,607,17.54,22.86,1.58,9.03
202,221,943,607,17.55,22.87,1.59,9.03
202,221,943,607,17.54,22.86,1.58,9.03
202,221,943,607,17.54,22.86,1.58,9.03
202,221,943,607,17.54,22.86,1.58,9.03
203,222,944,626,17.54,22.86,1.58,9.03
203,222,944,626,17.37,22.64,1.53,8.92
203,222,944,626,17.55,22.87,1.59,9.03
203,222,944,626,17.73,23.09,1.64,9.15
203,222,944,626,16.66,22.02,2.71,10.22
213,228,941,514,16.66,22.02,2.71,10.22
213,228,941,514,16.66,22.02,2.71,10.22
213,228,941,515,16.85,22.26,2.78,10.35
213,228,941,514,16.48,21.8,2.65,10.1
213,228,941,515,16.85,22.26,2.78,10.35
213,228,941,515,15.58,20.95,3.78,11.29
213,228,941,515,15.77,21.18,3.86,11.44
236,245,936,395,15.96,20.33,3.94,12.68
236,245,937,395,15.58,19.87,3.78,12.36
236,245,937,395,15.77,20.09,3.86,12.52
236,245,937,395,15.58,19.87,3.78,12.36
236,245,936,395,15.95,20.32,3.94,12.67
236,245,937,395,14.68,20.09,4.94,12.52
236,245,937,395,14.68,19.01,4.94,13.6
252,256,933,356,14.87,19.24,5.03,13.78
253,256,933,356,14.86,19.23,5.03,13.77
253,256,933,356,14.86,19.23,5.03,13.77
252,256,933,356,14.68,19.01,4.94,13.6
252,256,933,356,13.95,19.47,6.23,13.95
267,267,928,330,13.95,19.47,6.23,13.95
268,267,929,330,13.78,19.24,6.13,13.78
268,267,929,330,13.77,19.23,6.12,13.77
267,267,928,330,13.77,19.23,6.12,13.77
268,267,929,330,14.68,19.01,4.94,13.6
268,267,929,330,14.68,20.09,4.94,12.52
241,249,935,378,14.68,20.09,4.94,12.52
241,249,935,377,14.86,20.32,5.03,12.67
241,249,935,378,14.68,20.09,4.94,12.52
241,249,935,378,15.11,19.3,3.58,11.97
241,249,935,378,15.24,20.25,2.21,9.23
241,249,935,378,16.71,14.22,2.73,9.18
241,249,935,378,21.98,6.55,6.47,10.7
130,915,907,273,23.98,5.85,7.32,10.35
130,918,905,273,24.2,5.79,7.41,10.47
130,918,906,273,23.98,5.85,7.32,10.35
130,918,906,273,24.42,5.73,7.5,10.58
130,918,906,273,24.2,5.79,7.41,10.47
130,918,906,273,23.98,5.85,7.32,10.35
130,918,906,273,24.42,5.73,7.5,10.58
130,918,906,273,24.85,5.62,7.69,10.81
130,918,906,273,24.2,5.79,7.41,10.47
130,917,905,273,23.98,5.85,7.32,10.35
130,918,906,273,24.9,5.61,7.71,10.83
130,918,905,273,24.2,5.79,7.41,10.47
130,918,905,273,23.78,5.91,7.23,8.74
127,849,926,315,25.33,5.51,6.8,9.47
127,847,925,314,24.42,5.73,7.05,9.04
127,847,925,314,24.64,5.67,6.98,9.15
127,847,925,314,25.11,5.56,6.85,9.37
127,812,916,319,23.98,5.85,7.18,8.83
127,812,916,319,25.64,5.44,8,11.22
127,812,916,319,25.96,4.41,5.97,12.12
127,812,916,319,26.41,4.32,6.13,12.37
127,812,916,319,25.5,4.52,5.8,13.38
134,937,835,244,25.96,4.41,5.97,13.66
135,937,835,244,25.5,4.52,5.8,13.38
134,937,835,244,25.5,4.52,5.8,13.38
134,937,835,244,26.53,3.28,4.15,13.11
134,937,835,244,27.5,3.1,4.43,15.19
134,937,835,244,27.74,3.05,4.5,15.34
140,943,871,225,28.26,2.97,4.65,15.66
140,943,872,225,27.74,3.05,4.5,15.34
140,943,872,225,27.74,3.05,4.5,15.34
141,943,872,225,28.26,2.97,4.65,15.66
141,943,872,225,26.31,3.27,9.03,18.24
141,943,872,225,24.41,3.54,6.67,15.02
141,943,872,225,24.24,4.21,5.21,13.22
141,943,872,225,26.18,6.97,5.9,12.32
182,547,726,268,19.74,7.51,6.39,13.1
182,547,727,268,20.42,7.42,6.31,12.98
181,547,726,268,20.42,7.42,6.31,12.98
182,547,727,268,19.63,7.52,6.4,13.12
182,547,727,268,21.17,8.73,6.48,12.11
182,547,727,268,25.99,9.54,6.23,10.64
161,443,678,310,24.08,9.76,7.52,10.88
160,443,678,310,22.65,9.96,7.69,11.1
160,444,678,310,25.89,9.55,7.34,10.66
160,444,679,311,18.6,12.67,8.93,11.42
160,444,679,311,13.8,10.08,10.08,15.5
160,444,679,311,12.09,8.92,6.81,22.64
160,444,679,311,12.23,9.23,5.22,20.25
256,436,929,210,12.57,10.53,5.42,19.72
256,436,929,210,12.45,10.42,5.35,19.55
256,436,929,210,12.51,10.47,5.38,19.64
256,436,929,210,12.51,10.47,5.38,19.64
256,436,929,210,12.45,10.42,5.35,19.55
256,436,929,210,12.37,10.35,5.3,19.44
256,436,929,210,12.37,10.35,5.3,19.44
256,436,929,210,12.45,10.42,5.35,19.55
256,436,929,210,12.45,9.41,5.35,20.57
256,436,929,210,12.45,9.41,5.35,20.57
256,436,929,210,12.42,8.37,5.33,21.53
256,436,929,210,12.45,7.38,5.35,22.6
266,607,928,191,12.37,7.32,5.3,22.47
266,608,928,191,12.45,7.38,5.35,22.6
266,608,928,191,12.45,7.38,5.35,22.6
266,608,928,191,12.45,7.38,5.35,22.6
266,608,928,191,12.37,7.32,5.3,22.47
266,608,928,191,12.37,6.31,5.3,23.48
266,608,928,191,12.42,5.33,5.33,24.57
277,850,927,181,12.26,5.23,5.23,24.3
278,853,927,180,12.42,5.33,5.33,24.57
277,854,927,181,12.3,5.26,5.26,24.38
278,853,927,181,12.27,5.24,5.24,24.32
278,853,927,181,12.29,7.27,5.26,22.35
278,853,927,181,15.05,9.54,5.13,16.55
278,853,927,181,22.49,16.74,6.69,6.35
142,234,631,943,22.08,18.72,8.53,1.92
142,233,617,945,22.08,18.72,8.53,1.92
142,234,617,945,22.05,18.69,8.59,1.91
142,234,618,945,21.87,18.54,8.96,1.87
142,234,617,945,22.5,19.09,7.79,2.02
142,234,617,945,21.87,19.65,6.66,0.76
142,234,617,945,22.08,19.84,6.31,0.8
142,234,617,945,22.08,19.84,6.31,0.8
142,234,617,945,21.87,19.65,6.66,0.76
140,227,741,955,22.08,19.84,6.31,0.8
140,227,741,955,21.87,19.65,6.66,0.76
140,227,741,955,21.87,19.65,6.66,0.76
140,227,741,955,22.05,18.69,8.59,1.91
140,227,741,955,21.87,17.43,11.25,2.98
140,227,741,955,22.08,17.6,10.75,3.04
140,227,741,955,22.08,16.48,12,4.16
148,251,505,872,22.08,16.48,12,4.16
148,252,506,873,22.5,16.81,11.99,4.3
147,252,505,872,22.26,16.63,12.11,4.22
147,251,505,873,21.87,16.31,11.87,4.09
147,252,505,872,22.5,15.67,12.26,5.44
149,267,504,649,22.26,15.5,12.11,5.35
150,266,504,651,22.26,15.5,12.11,5.35
150,266,504,651,22.3,15.53,12.14,5.36
150,266,504,651,22.05,15.34,11.98,5.27
150,266,504,651,20.6,15.31,11.08,3.67
150,266,504,651,19.21,15.21,10.2,2.2
150,266,504,651,15.86,17.87,9.63,0.35
150,266,504,651,17.71,17.76,9.56,0.33
150,266,504,651,17.71,17.76,9.56,0.33
187,288,622,958,15.86,17.87,9.63,0.35
187,288,622,958,15.86,17.87,9.63,0.35
187,289,622,958,15.86,17.87,9.63,0.35
187,289,623,958,19.83,16.76,10.6,1.36
187,289,623,958,19.81,16.74,10.58,1.35
191,309,574,950,19.68,16.86,10.67,1.39
191,308,575,950,19.72,16.66,10.53,1.33
191,308,575,950,19.83,16.76,10.6,1.36
191,309,575,950,19.81,16.74,10.58,1.35
191,308,575,950,6.11,19.95,10.95,0.83
191,308,575,950,6.11,19.95,10.95,0.83
191,308,575,950,6.15,19.93,10.94,0.82
231,257,499,953,6.11,19.95,10.95,0.83
231,257,500,953,5.66,20.25,11.14,0.89
231,257,500,953,6.11,19.95,10.95,0.83
231,257,500,953,5.66,20.25,11.14,0.89
231,257,500,953,5.66,20.25,11.14,0.89
232,257,500,953,5.66,20.25,11.14,0.89
231,257,500,953,6.08,19.97,10.96,0.83
231,257,500,954,6.11,19.95,10.95,0.83
231,257,500,953,5.61,20.28,11.16,0.9
231,257,500,953,6.11,19.95,10.95,0.83
231,257,500,953,5.61,20.28,11.16,0.9
231,257,500,953,6.11,19.95,10.95,0.83
222,258,509,954,6.55,19.71,10.8,0.77
222,259,510,954,6.08,19.97,10.96,0.83
222,258,510,954,6.55,19.71,10.8,0.77
222,259,510,954,6.08,19.97,10.96,0.83
222,259,510,954,6.57,19.69,10.79,0.77
222,259,510,954,5.7,20.22,11.12,0.89
222,259,510,954,5.7,20.22,11.12,0.89
219,259,513,954,6.08,19.97,10.96,0.83
218,259,513,954,6.55,19.71,10.8,0.77
219,260,514,954,6.55,19.71,10.8,0.77
219,259,513,954,5.66,20.25,11.14,0.89
219,259,513,954,6.55,19.71,10.8,0.77
219,259,513,954,6.55,19.71,10.8,0.77
219,259,513,954,6.57,19.69,10.79,0.77
219,260,513,954,7.1,19.44,10.63,0.71
219,259,513,954,6.57,19.69,10.79,0.77
219,259,513,954,6.11,19.95,10.95,0.83
219,259,513,954,5.61,20.28,11.16,0.9
219,259,513,954,6.08,19.97,10.96,0.83
219,259,513,954,6.08,19.97,10.96,0.83
219,259,513,954,6.08,19.97,10.96,0.83
219,259,513,954,6.57,19.69,10.79,0.77
219,259,513,954,5.66,20.25,11.14,0.89
219,260,513,954,6.57,19.69,10.79,0.77
219,259,513,954,6.57,19.69,10.79,0.77
219,259,513,954,6.11,19.95,10.95,0.83
219,259,513,954,6.52,19.72,10.8,0.77
219,259,513,954,5.7,20.22,11.12,0.89
219,259,513,954,6.11,19.95,10.95,0.83
219,259,513,954,6.11,19.95,10.95,0.83
218,259,514,954,6.55,19.71,10.8,0.77
218,259,514,954,6.55,19.71,10.8,0.77
218,259,514,954,6.55,19.71,10.8,0.77
218,259,514,954,7.34,19.36,11.3,2.1
218,259,514,954,7.8,19.08,12.26,2.02
